unique_key,descriptor,incident_zip,created_date,city,:@computed_region_sbqj_enih,cross_street_2,:@computed_region_efsh_h5xi,park_facility_name,:@computed_region_92fq_4b7q,intersection_street_1,landmark,agency_name,latitude,x_coordinate_state_plane,:@computed_region_yeji_bk3q,incident_address,location_type,cross_street_1,community_board,agency,park_borough,borough,street_name,complaint_type,longitude,:@computed_region_f5dn_yrer,status,y_coordinate_state_plane,intersection_street_2,bridge_highway_name,bridge_highway_segment,resolution_action_updated_date,closed_date,address_type,bridge_highway_direction,taxi_pick_up_location,facility_type,road_ramp,due_date
51283861,Loud Music/Party,10034,2021-07-21T22:24:44.000,NEW YORK,22,SHERMAN AVENUE,13092,Unspecified,39,POST AVENUE,ACADEMY STREET,New York City Police Department,40.86356518841314,1005487,4,571 ACADEMY STREET,Street/Sidewalk,POST AVENUE,12 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,ACADEMY STREET,Noise - Street/Sidewalk,-73.92322139496197,47,Closed,253907,SHERMAN AVENUE,N/A,N/A,2021-07-22T02:36:41.000,2021-07-21T22:36:37.000,N/A,N/A,N/A,N/A,N/A,N/A
51285408,Loud Music/Party,10472,2021-07-21T22:24:33.000,BRONX,26,PELHAM LINE,11610,Unspecified,43,WATSON AVENUE,COLGATE AVENUE,New York City Police Department,40.82741251648563,1016976,5,1170B COLGATE AVENUE,Store/Commercial,WATSON AVENUE,09 BRONX,NYPD,BRONX,BRONX,COLGATE AVENUE,Noise - Commercial,-73.88174921771369,58,Closed,240748,PELHAM LINE,N/A,N/A,2021-07-22T03:12:04.000,2021-07-21T23:12:00.000,N/A,N/A,N/A,N/A,N/A,N/A
51276967,Loud Music/Party,11216,2021-07-21T22:24:32.000,BROOKLYN,51,KINGSTON AVENUE,17618,Unspecified,49,TOMPKINS AVENUE,FULTON STREET,New York City Police Department,40.67996943846801,1000442,2,1499 FULTON STREET,Club/Bar/Restaurant,TOMPKINS AVENUE,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,FULTON STREET,Noise - Commercial,-73.94162186461158,69,Closed,187013,KINGSTON AVENUE,N/A,N/A,2021-07-22T02:27:09.000,2021-07-21T22:27:04.000,N/A,N/A,N/A,N/A,N/A,N/A
51279227,Loud Music/Party,10466,2021-07-21T22:24:18.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281606,Loud Music/Party,10002,2021-07-21T22:24:12.000,NEW YORK,4,CLINTON STREET,11723,Unspecified,32,SUFFOLK STREET,RIVINGTON STREET,New York City Police Department,40.719269203566064,988209,4,149 RIVINGTON STREET,Residential Building/House,SUFFOLK STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,RIVINGTON STREET,Noise - Residential,-73.98571792842121,70,Closed,201326,CLINTON STREET,N/A,N/A,2021-07-22T02:44:11.000,2021-07-21T22:44:06.000,N/A,N/A,N/A,N/A,N/A,N/A
51280999,No Access,11418,2021-07-21T22:24:03.000,RICHMOND HILL,60,110 STREET,24014,Unspecified,46,109 STREET,ATLANTIC AVENUE,New York City Police Department,40.691684272901945,1029605,3,109-15 ATLANTIC AVENUE,Street/Sidewalk,109 STREET,09 QUEENS,NYPD,QUEENS,QUEENS,ATLANTIC AVENUE,Blocked Driveway,-73.83644967425285,46,Closed,191318,110 STREET,N/A,N/A,2021-07-22T05:35:33.000,2021-07-22T01:35:31.000,N/A,N/A,N/A,N/A,N/A,N/A
51278853,No Access,11221,2021-07-21T22:24:03.000,BROOKLYN,52,PATCHEN AVENUE,18181,Unspecified,49,MALCOLM X BOULEVARD,VAN BUREN STREET,New York City Police Department,40.69172349778523,1004026,2,504 VAN BUREN STREET,Street/Sidewalk,MALCOLM X BOULEVARD,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,VAN BUREN STREET,Blocked Driveway,-73.92868765025158,69,Closed,191298,PATCHEN AVENUE,N/A,N/A,2021-07-22T05:10:56.000,2021-07-22T01:10:48.000,N/A,N/A,N/A,N/A,N/A,N/A
51282941,Blocked Sidewalk,11205,2021-07-21T22:23:56.000,N/A,N/A,PARK AVENUE,N/A,Unspecified,N/A,FLUSHING AVENUE,N/A,New York City Police Department,N/A,N/A,N/A,NORTH ELLIOTT PLACE,Street/Sidewalk,FLUSHING AVENUE,Unspecified BROOKLYN,NYPD,BROOKLYN,BROOKLYN,NORTH ELLIOTT PLACE,Illegal Parking,N/A,N/A,Closed,N/A,PARK AVENUE,N/A,N/A,2021-07-22T02:52:33.000,2021-07-21T22:52:28.000,N/A,N/A,N/A,N/A,N/A,N/A
51280226,Loud Music/Party,10466,2021-07-21T22:23:56.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282069,Partial Access,10312,2021-07-21T22:23:35.000,STATEN ISLAND,76,TENNYSON DRIVE,10699,Unspecified,9,HYLAN BOULEVARD,OCEANIC AVENUE,New York City Police Department,40.534068082861666,941774,1,26 OCEANIC AVENUE,Street/Sidewalk,HYLAN BOULEVARD,03 STATEN ISLAND,NYPD,STATEN ISLAND,STATEN ISLAND,OCEANIC AVENUE,Blocked Driveway,-74.15280740845719,15,Closed,133889,TENNYSON DRIVE,N/A,N/A,2021-07-22T03:11:14.000,2021-07-21T23:11:10.000,N/A,N/A,N/A,N/A,N/A,N/A
51287753,Blocked Hydrant,11229,2021-07-21T22:23:25.000,BROOKLYN,36,AVENUE W,13512,Unspecified,15,AVENUE V,EAST   23 STREET,New York City Police Department,40.59636624768392,998719,2,2250 EAST   23 STREET,Street/Sidewalk,AVENUE V,15 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST   23 STREET,Illegal Parking,-73.94789923196875,32,Closed,156553,AVENUE W,N/A,N/A,2021-07-22T02:46:02.000,2021-07-21T22:45:58.000,N/A,N/A,N/A,N/A,N/A,N/A
51284520,Loud Music/Party,10466,2021-07-21T22:23:14.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277148,Loud Music/Party,10002,2021-07-21T22:22:51.000,NEW YORK,4,MONTGOMERY STREET,11723,Unspecified,32,CLINTON STREET,MADISON STREET,New York City Police Department,40.71308789562588,988442,4,280 MADISON STREET,Street/Sidewalk,CLINTON STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,MADISON STREET,Noise - Street/Sidewalk,-73.98487878456392,70,Closed,199074,MONTGOMERY STREET,N/A,N/A,2021-07-22T02:54:46.000,2021-07-21T22:54:42.000,N/A,N/A,N/A,N/A,N/A,N/A
51278455,Loud Music/Party,10467,2021-07-21T22:22:48.000,BRONX,32,ASTOR AVENUE,11605,Unspecified,12,PELHAM PARKWAY NORTH,WALLACE AVENUE,New York City Police Department,40.85835405135454,1021691,5,2216L WALLACE AVENUE,Street/Sidewalk,PELHAM PARKWAY NORTH,11 BRONX,NYPD,BRONX,BRONX,WALLACE AVENUE,Noise - Street/Sidewalk,-73.86464927788039,59,Closed,252028,ASTOR AVENUE,N/A,N/A,2021-07-22T02:53:36.000,2021-07-21T22:53:31.000,N/A,N/A,N/A,N/A,N/A,N/A
51277243,Loud Music/Party,10466,2021-07-21T22:22:36.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51280141,Public Complaint - Comm Location,10304,2021-07-21T22:22:24.000,STATEN ISLAND,74,LONG POND LANE,10691,Unspecified,13,CIRCLE LOOP,SCENIC LANE,Department of Health and Mental Hygiene,40.61317269040254,961886,1,31 SCENIC LANE,Commercial Building,CIRCLE LOOP,01 STATEN ISLAND,DOHMH,STATEN ISLAND,STATEN ISLAND,SCENIC LANE,Mold,-74.08054979751702,4,In Progress,162682,LONG POND LANE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51280361,No Access,11368,2021-07-21T22:22:15.000,CORONA,73,34 AVENUE,14510,Unspecified,21,NORTHERN BOULEVARD,98 STREET,New York City Police Department,40.75644059372051,1020189,3,33-33 98 STREET,Street/Sidewalk,NORTHERN BOULEVARD,03 QUEENS,NYPD,QUEENS,QUEENS,98 STREET,Blocked Driveway,-73.87027785117749,65,In Progress,214895,34 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286256,Loud Music/Party,10009,2021-07-21T22:22:09.000,NEW YORK,5,EAST    9 STREET,11729,Unspecified,50,EAST    8 STREET,AVENUE D,New York City Police Department,40.72398304195703,990957,4,118 AVENUE D,Street/Sidewalk,EAST    8 STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,AVENUE D,Noise - Street/Sidewalk,-73.97580282134606,70,Closed,203044,EAST    9 STREET,N/A,N/A,2021-07-22T02:53:26.000,2021-07-21T22:53:24.000,N/A,N/A,N/A,N/A,N/A,N/A
51280210,Loud Music/Party,10466,2021-07-21T22:22:09.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282715,Noise: Construction Before/After Hours (NM1),10455,2021-07-21T22:22:00.000,BRONX,23,N/A,10933,Unspecified,35,EAST 148 STREET,N/A,Department of Environmental Protection,40.81360994112974,1008239,5,N/A,N/A,N/A,01 BRONX,DEP,BRONX,BRONX,N/A,Noise,-73.9133371232769,49,Open,235709,SAINT ANNS AVENUE,N/A,N/A,N/A,N/A,INTERSECTION,N/A,N/A,N/A,N/A,N/A
51282871,Loud Music/Party,10472,2021-07-21T22:21:51.000,BRONX,26,CROES AVENUE,11610,Unspecified,31,FTELEY AVENUE,WATSON AVENUE,New York City Police Department,40.827161025646475,1020241,5,1690 WATSON AVENUE,Street/Sidewalk,FTELEY AVENUE,09 BRONX,NYPD,BRONX,BRONX,WATSON AVENUE,Noise - Street/Sidewalk,-73.86995208426706,58,Closed,240661,CROES AVENUE,N/A,N/A,2021-07-22T02:30:44.000,2021-07-21T22:30:39.000,N/A,N/A,N/A,N/A,N/A,N/A
51278453,Loud Music/Party,10009,2021-07-21T22:21:45.000,NEW YORK,5,AVENUE B,11729,Unspecified,50,AVENUE A,EAST   11 STREET,New York City Police Department,40.72811213435681,989511,4,526 EAST   11 STREET,Street/Sidewalk,AVENUE A,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,EAST   11 STREET,Noise - Street/Sidewalk,-73.98101845175333,70,Closed,204548,AVENUE B,N/A,N/A,2021-07-22T02:35:22.000,2021-07-21T22:35:20.000,N/A,N/A,N/A,N/A,N/A,N/A
51281830,Blocked Sidewalk,10451,2021-07-21T22:21:37.000,BRONX,27,EAST  156 STREET,10929,Unspecified,42,EAST  153 STREET,GRAND CONCOURSE,New York City Police Department,40.82473618294532,1005342,5,750 GRAND CONCOURSE,Street/Sidewalk,EAST  153 STREET,04 BRONX,NYPD,BRONX,BRONX,GRAND CONCOURSE,Illegal Parking,-73.92379011362037,50,Closed,239760,EAST  156 STREET,N/A,N/A,2021-07-22T03:24:17.000,2021-07-21T23:24:15.000,N/A,N/A,N/A,N/A,N/A,N/A
51284515,Loud Music/Party,10466,2021-07-21T22:21:16.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287372,Blocked Hydrant,11230,2021-07-21T22:21:09.000,BROOKLYN,43,AVENUE M,13513,Unspecified,15,AVENUE L,EAST   19 STREET,New York City Police Department,40.619357451570615,996353,2,1279 EAST   19 STREET,Street/Sidewalk,AVENUE L,14 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST   19 STREET,Illegal Parking,-73.95640384399282,60,Closed,164928,AVENUE M,N/A,N/A,2021-07-22T02:45:51.000,2021-07-21T22:45:47.000,N/A,N/A,N/A,N/A,N/A,N/A
51277336,Loud Music/Party,10466,2021-07-21T22:21:05.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287950,Failed Street Repair,10028,2021-07-21T22:20:59.000,N/A,11,YORK AVENUE,10092,Unspecified,1,EAST   80 STREET,N/A,Department of Transportation,40.7720736799196,998116,4,EAST   80 STREET,Street,EAST   80 STREET,08 MANHATTAN,DOT,MANHATTAN,MANHATTAN,EAST   80 STREET,Street Condition,-73.94993881286709,23,In Progress,220568,YORK AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281065,Partial Access,11229,2021-07-21T22:20:31.000,BROOKLYN,36,AVENUE T,13512,Unspecified,15,AVENUE S,EAST   13 STREET,New York City Police Department,40.602505367671576,995635,2,1924 EAST   13 STREET,Street/Sidewalk,AVENUE S,15 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST   13 STREET,Blocked Driveway,-73.9590004995267,32,Closed,158788,AVENUE T,N/A,N/A,2021-07-22T02:55:18.000,2021-07-21T22:55:14.000,N/A,N/A,N/A,N/A,N/A,N/A
51279054,With License Plate,11215,2021-07-21T22:20:28.000,BROOKLYN,50,3 AVENUE,17617,Unspecified,27,2 AVENUE,8 STREET,New York City Police Department,40.672298525714695,986752,2,149 8 STREET,Street/Sidewalk,2 AVENUE,06 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,8 STREET,Abandoned Vehicle,-73.99098040482703,14,Closed,184213,3 AVENUE,N/A,N/A,2021-07-22T02:36:11.000,2021-07-21T22:36:07.000,N/A,N/A,N/A,N/A,N/A,N/A
51284971,DOOR,10468,2021-07-21T22:20:22.000,BRONX,33,N/A,11606,Unspecified,29,N/A,N/A,Department of Housing Preservation and Development,40.86964785989598,1011346,5,2715 WEBB AVENUE,RESIDENTIAL BUILDING,N/A,08 BRONX,HPD,BRONX,BRONX,WEBB AVENUE,DOOR/WINDOW,-73.90203025141037,48,Open,256129,N/A,N/A,N/A,2021-07-21T00:00:00.000,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51286580,Loud Music/Party,11361,2021-07-21T22:20:12.000,BAYSIDE,69,BELL BOULEVARD,14196,Unspecified,20,213 STREET,35 AVENUE,New York City Police Department,40.76889080240451,1046787,3,213-15 35 AVENUE,Club/Bar/Restaurant,213 STREET,11 QUEENS,NYPD,QUEENS,QUEENS,35 AVENUE,Noise - Commercial,-73.77422976106043,26,Closed,219485,BELL BOULEVARD,N/A,N/A,2021-07-22T02:42:01.000,2021-07-21T22:41:58.000,N/A,N/A,N/A,N/A,N/A,N/A
51278855,No Access,10034,2021-07-21T22:20:07.000,NEW YORK,22,WEST  207 STREET,13092,Unspecified,39,WEST  204 STREET,COOPER STREET,New York City Police Department,40.86825530672287,1005721,4,75 COOPER STREET,Street/Sidewalk,WEST  204 STREET,12 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,COOPER STREET,Blocked Driveway,-73.92236993436484,47,Closed,255616,WEST  207 STREET,N/A,N/A,2021-07-22T03:03:16.000,2021-07-21T23:03:14.000,N/A,N/A,N/A,N/A,N/A,N/A
51279555,Loud Music/Party,11693,2021-07-21T22:20:06.000,FAR ROCKAWAY,58,WALTON ROAD,20531,Unspecified,41,CHURCH ROAD,EAST    7 ROAD,New York City Police Department,40.60848936882217,1034804,3,116 EAST    7 ROAD,Street/Sidewalk,CHURCH ROAD,14 QUEENS,NYPD,QUEENS,QUEENS,EAST    7 ROAD,Noise - Street/Sidewalk,-73.81792920962715,51,Closed,161018,WALTON ROAD,N/A,N/A,2021-07-22T03:01:51.000,2021-07-21T23:01:47.000,N/A,N/A,N/A,N/A,N/A,N/A
51283441,Loud Music/Party,10466,2021-07-21T22:20:02.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51285424,Loud Music/Party,11208,2021-07-21T22:19:58.000,BROOKLYN,47,FULTON STREET,17215,Unspecified,37,RIDGEWOOD AVENUE,GRANT AVENUE,New York City Police Department,40.68576014042489,1020920,2,213 GRANT AVENUE,Residential Building/House,RIDGEWOOD AVENUE,05 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,GRANT AVENUE,Noise - Residential,-73.86777959605128,45,Closed,189145,FULTON STREET,N/A,N/A,2021-07-22T03:52:00.000,2021-07-21T23:51:58.000,N/A,N/A,N/A,N/A,N/A,N/A
51283461,Loud Music/Party,10466,2021-07-21T22:19:55.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286261,Loud Music/Party,10451,2021-07-21T22:19:44.000,BRONX,27,EAST  156 STREET,10929,Unspecified,42,EAST  153 STREET,GRAND CONCOURSE,New York City Police Department,40.82473618294532,1005342,5,750 GRAND CONCOURSE,Street/Sidewalk,EAST  153 STREET,04 BRONX,NYPD,BRONX,BRONX,GRAND CONCOURSE,Noise - Street/Sidewalk,-73.92379011362037,50,Closed,239760,EAST  156 STREET,N/A,N/A,2021-07-22T03:24:02.000,2021-07-21T23:23:57.000,N/A,N/A,N/A,N/A,N/A,N/A
51281822,Blocked Hydrant,11208,2021-07-21T22:19:41.000,BROOKLYN,47,MILFORD STREET,17215,Unspecified,25,MONTAUK AVENUE,NEW LOTS AVENUE,New York City Police Department,40.669138983504624,1018573,2,1025 NEW LOTS AVENUE,Street/Sidewalk,MONTAUK AVENUE,05 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,NEW LOTS AVENUE,Illegal Parking,-73.87627298056178,45,Closed,183086,MILFORD STREET,N/A,N/A,2021-07-22T02:40:51.000,2021-07-21T22:40:48.000,N/A,N/A,N/A,N/A,N/A,N/A
51281709,Loud Music/Party,10472,2021-07-21T22:19:38.000,BRONX,26,EAST  172 STREET,11610,Unspecified,43,COLGATE AVENUE,BRONX RIVER AVENUE,New York City Police Department,40.83177343569242,1017091,5,1291 BRONX RIVER AVENUE,Street/Sidewalk,COLGATE AVENUE,09 BRONX,NYPD,BRONX,BRONX,BRONX RIVER AVENUE,Noise - Street/Sidewalk,-73.88132590337212,58,Closed,242337,EAST  172 STREET,N/A,N/A,2021-07-22T03:09:38.000,2021-07-21T23:09:35.000,N/A,N/A,N/A,N/A,N/A,N/A
51287896,Rat Sighting,11216,2021-07-21T22:19:37.000,BROOKLYN,51,FULTON STREET,17618,Unspecified,49,HANCOCK STREET,SPENCER PLACE,Department of Health and Mental Hygiene,40.681325672737195,996875,2,25 SPENCER PLACE,Other (Explain Below),HANCOCK STREET,03 BROOKLYN,DOHMH,BROOKLYN,BROOKLYN,SPENCER PLACE,Rodent,-73.95448129155903,69,In Progress,187505,FULTON STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51285140,Double Parked Blocking Traffic,10451,2021-07-21T22:19:14.000,N/A,27,GRAND CONCOURSE,10929,Unspecified,35,EAST  156 STREET,N/A,New York City Police Department,40.82346856435615,1005157,5,GRAND CONCOURSE,Street/Sidewalk,EAST  156 STREET,04 BRONX,NYPD,BRONX,BRONX,GRAND CONCOURSE,Illegal Parking,-73.92445999720745,50,Closed,239298,GRAND CONCOURSE,N/A,N/A,2021-07-22T03:25:27.000,2021-07-21T23:25:23.000,N/A,N/A,N/A,N/A,N/A,N/A
51282469,Loud Music/Party,10466,2021-07-21T22:18:57.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51285806,Loud Music/Party,10466,2021-07-21T22:18:35.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287436,No Access,10466,2021-07-21T22:18:01.000,BRONX,30,HONORABLE SAMUEL BEA JR WAY,11275,Unspecified,2,LACONIA AVENUE,EAST  233 STREET,New York City Police Department,40.889682981540744,1026903,5,1104 EAST  233 STREET,Street/Sidewalk,LACONIA AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  233 STREET,Blocked Driveway,-73.84573500195754,29,Closed,263451,HONORABLE SAMUEL BEA JR WAY,N/A,N/A,2021-07-22T03:04:12.000,2021-07-21T23:04:09.000,N/A,N/A,N/A,N/A,N/A,N/A
51281330,Loud Music/Party,10466,2021-07-21T22:17:52.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281926,Posted Parking Sign Violation,11201,2021-07-21T22:17:42.000,BROOKLYN,54,MONTAGUE TERRACE,16865,Unspecified,38,BROOKLYN HEIGHTS PROMENADE,REMSEN STREET,New York City Police Department,40.69508321426284,984797,2,8 REMSEN STREET,Street/Sidewalk,BROOKLYN HEIGHTS PROMENADE,02 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,REMSEN STREET,Illegal Parking,-73.99802741622881,68,Closed,192514,MONTAGUE TERRACE,N/A,N/A,2021-07-22T02:26:32.000,2021-07-21T22:26:24.000,N/A,N/A,N/A,N/A,N/A,N/A
51278219,Loud Music/Party,10466,2021-07-21T22:17:14.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286173,Failed Street Repair,10075,2021-07-21T22:17:12.000,N/A,11,YORK AVENUE,10092,Unspecified,1,EAST   79 STREET,N/A,Department of Transportation,40.7713904523201,997980,4,EAST   79 STREET,Street,EAST   79 STREET,08 MANHATTAN,DOT,MANHATTAN,MANHATTAN,EAST   79 STREET,Street Condition,-73.95043032980328,23,In Progress,220319,YORK AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286274,Other (complaint details),11374,2021-07-21T22:17:11.000,REGO PARK,70,BOOTH STREET,14785,Unspecified,28,WETHEROLE STREET,67 AVENUE,New York City Police Department,40.72559839309021,1024525,3,98-41 67 AVENUE,Street/Sidewalk,WETHEROLE STREET,06 QUEENS,NYPD,QUEENS,QUEENS,67 AVENUE,Non-Emergency Police Matter,-73.85469428552244,40,Closed,203665,BOOTH STREET,N/A,N/A,2021-07-22T02:36:31.000,2021-07-21T22:36:26.000,N/A,N/A,N/A,N/A,N/A,N/A
51280607,Loud Music/Party,10029,2021-07-21T22:17:08.000,NEW YORK,14,EAST  101 STREET,12426,Unspecified,35,COACH SKIP BRANCH WAY,3 AVENUE,New York City Police Department,40.788189512111714,998892,4,1809 3 AVENUE,Residential Building/House,COACH SKIP BRANCH WAY,11 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,3 AVENUE,Noise - Residential,-73.94712438099651,7,Closed,226440,EAST  101 STREET,N/A,N/A,2021-07-22T03:26:57.000,2021-07-21T23:26:54.000,N/A,N/A,N/A,N/A,N/A,N/A
51287664,Banging/Pounding,10304,2021-07-21T22:16:59.000,STATEN ISLAND,74,PALMA DRIVE,10691,Unspecified,13,SOBEL COURT,PARK HILL AVENUE,New York City Police Department,40.61288824997931,961212,1,240 PARK HILL AVENUE,Residential Building/House,SOBEL COURT,01 STATEN ISLAND,NYPD,STATEN ISLAND,STATEN ISLAND,PARK HILL AVENUE,Noise - Residential,-74.08297703202305,4,Closed,162579,PALMA DRIVE,N/A,N/A,2021-07-22T02:49:36.000,2021-07-21T22:49:32.000,N/A,N/A,N/A,N/A,N/A,N/A
